post_id,platform,post_type,Likes,Comments,Shares,Impressions,Reach,age
40209,Twitter,Video,682,479,74,5637,2677,51
40210,Instagram,Link,755,23,155,6228,3714,21
40211,Instagram,Image,238,389,122,8276,4974,33
40212,LinkedIn,Link,877,365,95,1184,2141,53
40213,Instagram,Link,944,46,77,8652,3120,38
40214,LinkedIn,Video,913,199,101,6654,1545,21
40215,Twitter,Link,635,407,126,3628,3508,18
40216,Facebook,Video,392,259,70,5856,4987,26
40217,Instagram,Image,630,95,33,4399,2305,20
40218,Instagram,Link,565,398,141,4070,618,35
40219,Instagram,Video,297,368,50,8818,2680,36
40220,Instagram,Link,561,434,191,8674,2552,24
40221,LinkedIn,Image,988,384,173,4671,3511,41
40222,LinkedIn,Image,786,180,0,5800,3156,49
40223,LinkedIn,Link,560,457,106,2619,4342,35
40224,Instagram,Image,209,381,162,6751,1018,63
40225,Twitter,Link,115,66,8,5022,4941,24
40226,Instagram,Image,214,307,137,4662,2934,19
40227,Instagram,Video,843,370,48,9010,656,31
40228,Instagram,Link,93,25,45,3619,4862,20
40229,Twitter,Video,431,158,84,2861,623,58
40230,Facebook,Image,297,261,199,2377,4877,36
40231,Twitter,Video,465,340,19,4195,3570,21
40232,Twitter,Video,451,163,27,6252,1132,54
40233,LinkedIn,Video,721,206,71,1377,4816,35
40234,Instagram,Video,375,60,43,9442,3197,56
40235,Facebook,Image,878,368,16,2177,4278,42
40236,Twitter,Link,32,18,113,6643,2678,33
40237,Instagram,Image,276,71,62,5395,1705,41
40238,Facebook,Link,511,158,197,8784,4977,44
40239,Instagram,Link,658,372,113,6971,2890,43
40240,LinkedIn,Image,753,272,179,9580,4804,27
40241,LinkedIn,Image,350,92,10,6104,2932,53
40242,Twitter,Image,87,211,127,2898,3030,44
40243,Instagram,Link,696,264,191,7156,2545,35
40244,Instagram,Video,719,100,194,1846,560,18
40245,LinkedIn,Image,904,276,187,6250,996,21
40246,Facebook,Video,655,392,164,7609,3321,44
40247,Instagram,Image,895,162,131,8706,2396,58
40248,Instagram,Link,298,122,33,6824,847,20
40249,Facebook,Link,992,359,144,6177,3239,39
40250,LinkedIn,Image,78,235,42,4141,1581,27
40251,Facebook,Link,558,325,76,2027,944,47
40252,Twitter,Image,265,192,31,7493,774,53
40253,Instagram,Link,730,395,148,1729,1121,64
40254,Facebook,Link,6,62,86,9462,2206,23
40255,LinkedIn,Video,377,332,11,1258,3204,46
40256,Instagram,Image,733,363,193,5747,628,52
40257,LinkedIn,Image,784,43,4,8701,4267,65
40258,Instagram,Link,688,43,7,2314,2082,31
40259,LinkedIn,Link,437,141,138,8375,4497,65
40260,Facebook,Image,620,246,56,9257,1533,63
40261,Instagram,Video,625,343,39,6962,1149,19
40262,Twitter,Video,401,356,117,5655,3975,52
40263,Twitter,Video,578,404,55,8631,1735,29
40264,Twitter,Link,932,473,118,3406,1091,38
40265,Facebook,Image,555,0,74,5113,4863,51
40266,Instagram,Link,736,67,109,6900,1111,36
40267,LinkedIn,Link,282,258,28,9381,4669,33
40268,Facebook,Video,26,387,168,4982,1260,46
40269,LinkedIn,Image,347,294,43,9471,4092,20
40270,Twitter,Link,220,17,114,6075,1599,46
40271,Instagram,Image,956,478,157,6937,3327,24
40272,Twitter,Image,676,183,69,2586,3021,26
40273,Instagram,Image,567,322,125,2261,4067,41
40274,Instagram,Video,537,472,139,9529,4692,30
40275,LinkedIn,Image,482,62,184,3062,4775,57
40276,Twitter,Video,764,232,91,2272,2188,33
40277,Facebook,Link,657,301,41,6533,525,58
40278,Instagram,Video,599,43,163,6296,2737,26
40279,Twitter,Video,65,282,76,6651,1376,58
40280,LinkedIn,Image,684,383,20,8415,2706,28
40281,LinkedIn,Link,203,457,131,5510,1950,32
40282,Twitter,Link,691,449,113,4101,2825,21
40283,Twitter,Image,599,199,29,6238,823,49
40284,Instagram,Link,814,215,124,1915,722,39
40285,Facebook,Link,457,181,68,5445,2480,39
40286,Facebook,Image,820,380,126,8985,1668,47
40287,Twitter,Video,974,283,103,4925,1672,41
40288,Instagram,Video,185,320,182,6746,3697,28
40289,Facebook,Video,7,318,40,8815,2572,30
40290,Twitter,Image,605,286,187,4663,2032,26
40291,Twitter,Link,451,5,84,3293,3313,24
40292,Facebook,Video,628,175,199,4671,3387,42
40293,Instagram,Image,745,300,17,9154,3825,62
40294,Twitter,Image,91,41,160,9369,4397,28
40295,Twitter,Video,907,125,173,5395,1527,20
40296,LinkedIn,Video,104,376,197,1945,4211,45
40297,Twitter,Video,755,492,183,9756,1606,63
40298,LinkedIn,Link,136,158,81,7638,920,49
40299,LinkedIn,Image,417,341,126,3055,585,63
40300,Instagram,Video,761,450,93,1614,1461,18
40301,LinkedIn,Video,866,195,181,8634,2944,42
40302,Facebook,Link,589,143,128,7505,4755,58
40303,LinkedIn,Image,295,372,9,7411,4643,65
40304,Instagram,Image,216,58,193,6304,3453,63
40305,Twitter,Image,152,176,143,4195,1572,40
40306,Facebook,Image,17,63,30,3235,2022,23
40307,LinkedIn,Link,311,307,165,3526,2222,32
40308,LinkedIn,Image,721,473,175,2140,2134,49
40309,LinkedIn,Link,713,119,35,8620,1473,52
40310,Twitter,Video,663,198,120,4000,2825,40
40311,LinkedIn,Video,874,358,97,1047,1658,58
40312,Instagram,Image,151,245,49,7661,1462,47
40313,Instagram,Image,487,49,65,1157,4034,39
40314,Facebook,Video,19,477,101,2881,4530,23
40315,LinkedIn,Video,988,30,58,5180,4104,18
40316,Twitter,Image,109,443,73,2383,4977,26
40317,Facebook,Image,876,95,98,4480,2114,43
40318,Twitter,Link,112,476,37,4876,2548,38
40319,Instagram,Video,492,399,45,9762,902,18
40320,Twitter,Link,133,238,162,8082,3837,27
40321,Instagram,Video,903,483,114,9200,4113,43
40322,Twitter,Link,69,237,178,9887,2965,48
40323,Facebook,Image,311,174,144,7529,4867,61
40324,LinkedIn,Image,267,92,168,7132,4964,25
40325,Instagram,Link,385,500,29,9075,721,37
40326,Facebook,Image,732,317,108,2962,1585,62
40327,Facebook,Link,171,86,95,1567,3423,48
40328,Facebook,Link,717,178,124,8648,2426,60
40329,LinkedIn,Video,256,388,76,3035,4102,57
40330,Twitter,Link,965,392,159,6456,872,43
40331,Instagram,Video,104,226,114,9483,4368,20
40332,LinkedIn,Video,43,388,182,8780,1470,21
40333,Instagram,Image,561,280,105,9385,2473,60
40334,LinkedIn,Link,302,97,144,9897,1989,33
40335,LinkedIn,Video,789,15,164,3185,3913,44
40336,Facebook,Link,534,127,51,2444,4704,28
40337,LinkedIn,Image,761,496,69,7935,4519,31
40338,Instagram,Image,687,18,123,7753,4322,36
40339,Instagram,Link,946,9,8,8543,3177,37
40340,Facebook,Video,627,130,200,8760,1164,19
40341,Twitter,Link,667,322,166,1477,1497,46
40342,LinkedIn,Link,894,128,198,8018,938,18
40343,Instagram,Image,947,457,81,4436,988,43
40344,Facebook,Video,979,200,196,4516,3848,27
40345,Twitter,Link,349,19,35,3367,4348,61
40346,Facebook,Video,931,221,101,4305,1833,64
40347,Instagram,Link,329,425,28,3918,3071,65
40348,Instagram,Image,333,1,127,8605,4815,36
40349,Instagram,Link,885,332,38,8310,3952,22
40350,Twitter,Link,380,59,9,6115,3658,44
40351,LinkedIn,Video,132,164,158,9220,4731,21
40352,Instagram,Link,351,249,172,1642,670,28
40353,LinkedIn,Link,322,47,127,3338,1686,58
40354,Twitter,Link,495,429,172,4434,4982,62
40355,Twitter,Image,869,167,51,7994,2189,60
40356,Facebook,Video,490,383,9,7710,4614,40
40357,Facebook,Video,114,401,66,4601,4342,39
40358,Facebook,Image,266,159,19,5277,1851,31
40359,Instagram,Video,671,105,145,7413,1052,58
40360,Instagram,Video,572,483,56,4640,4421,57
40361,LinkedIn,Image,987,188,141,3497,929,59
40362,Instagram,Image,291,468,94,8464,2181,37
40363,Facebook,Link,119,266,59,7149,4162,65
40364,Instagram,Video,51,444,4,2468,2155,40
40365,Twitter,Link,727,292,74,2878,2215,27
40366,LinkedIn,Video,264,410,181,7528,3273,34
40367,LinkedIn,Link,453,191,89,9380,3035,23
40368,Instagram,Image,210,85,63,6464,4385,59
40369,Instagram,Video,972,397,19,2215,1314,56
40370,Instagram,Link,219,103,138,5937,860,64
40371,Facebook,Video,289,29,69,9092,3506,60
40372,Twitter,Image,116,23,61,2146,2346,28
40373,Twitter,Link,867,296,184,6284,4501,56
40374,Instagram,Video,475,232,84,8733,1859,57
40375,LinkedIn,Link,303,416,104,4869,2735,50
40376,Facebook,Link,568,427,164,2135,1533,38
40377,Twitter,Link,734,96,59,7981,3673,21
40378,Twitter,Video,681,326,60,7066,3390,39
40379,Twitter,Link,694,143,200,7755,2512,47
40380,Twitter,Link,495,4,162,2826,634,43
40381,Facebook,Image,226,362,56,3990,547,38
40382,Facebook,Link,593,22,149,5835,1309,20
40383,LinkedIn,Image,946,359,48,7597,2469,53
40384,Instagram,Image,522,269,181,4723,4709,53
40385,Instagram,Video,178,81,45,3261,3598,49
40386,Instagram,Link,187,208,92,5963,3260,46
40387,LinkedIn,Image,781,406,132,5102,4987,56
40388,Twitter,Image,991,54,110,3114,1309,35
40389,LinkedIn,Video,265,484,139,9611,4266,51
40390,Twitter,Image,8,93,186,6791,2431,49
40391,LinkedIn,Video,814,88,96,3903,2373,54
40392,Facebook,Link,406,232,56,4973,2001,26
40393,Facebook,Image,676,233,146,5569,3050,30
40394,Facebook,Link,501,464,89,8880,4732,37
40395,Instagram,Link,568,360,111,9096,3876,33
40396,LinkedIn,Video,365,113,48,7786,3073,53
40397,LinkedIn,Link,685,388,150,4827,2941,26
40398,LinkedIn,Link,515,478,15,2891,1393,46
40399,Twitter,Video,428,48,83,1867,4754,33
40400,Facebook,Link,30,211,14,4354,1408,40
40401,Twitter,Link,145,48,31,8285,3438,50
40402,Twitter,Image,558,115,193,6224,1557,63
40403,LinkedIn,Video,203,137,73,9127,1342,25
40404,Twitter,Image,697,240,61,3991,2161,63
40405,LinkedIn,Image,432,158,120,8639,2961,39
40406,Twitter,Image,838,418,29,5071,1604,46
40407,Instagram,Image,152,392,17,7451,4970,59
40408,Instagram,Link,766,51,31,3208,1701,35
40409,Instagram,Link,478,43,50,7382,4072,28
40410,Facebook,Video,899,20,44,7650,547,46
40411,LinkedIn,Link,114,61,83,2016,3912,56
40412,Instagram,Image,165,266,179,5408,2744,33
40413,Twitter,Video,798,177,134,4259,810,58
40414,LinkedIn,Image,37,190,73,9339,4259,42
40415,Twitter,Link,689,136,17,8371,4820,27
40416,Facebook,Image,492,13,114,6800,704,34
40417,Twitter,Link,355,88,193,1058,3582,31
40418,Facebook,Video,67,299,12,8390,3565,44
40419,LinkedIn,Video,623,6,62,2165,2188,37
40420,Facebook,Link,518,240,197,2823,1940,22
40421,Facebook,Link,940,457,52,6813,828,18
40422,Twitter,Link,331,216,67,3690,3415,22
40423,Instagram,Link,487,490,170,9370,2591,55
40424,Facebook,Link,162,440,149,1539,536,36
40425,Instagram,Image,981,72,95,1887,2487,25
40426,LinkedIn,Video,100,134,49,9957,4913,32
40427,LinkedIn,Video,283,413,105,6300,2905,41
40428,LinkedIn,Link,233,293,141,9286,4064,63
40429,Instagram,Video,805,51,2,4908,3754,32
40430,LinkedIn,Link,967,197,73,8774,1577,57
40431,Instagram,Image,418,191,64,6797,1360,30
40432,LinkedIn,Link,288,310,187,1932,4474,54
40433,LinkedIn,Image,607,28,7,8493,4873,53
40434,LinkedIn,Image,35,83,68,6738,855,62
40435,Facebook,Link,94,384,52,6683,3654,62
40436,Facebook,Link,413,491,72,2478,2570,43
40437,LinkedIn,Video,623,335,2,5462,1048,36
40438,Facebook,Link,332,378,127,1452,1368,29
40439,Instagram,Link,391,5,139,2383,919,40
40440,Instagram,Video,245,3,98,2071,935,46
40441,LinkedIn,Video,634,26,50,6355,2080,44
40442,Instagram,Link,384,11,82,9386,4783,41
40443,Instagram,Video,983,229,63,1280,2092,51
40444,Twitter,Link,124,381,135,7975,4723,35
40445,Instagram,Image,764,235,82,6452,818,47
40446,LinkedIn,Video,937,351,161,3897,2685,61
40447,Instagram,Link,298,145,7,6359,3566,42
40448,LinkedIn,Video,681,46,74,9611,1918,64
40449,Instagram,Image,482,188,130,4263,1076,40
40450,Twitter,Image,253,183,55,4599,1729,57
40451,Facebook,Video,883,212,89,5832,593,20
40452,Twitter,Link,201,145,194,9921,1531,54
40453,Facebook,Link,72,147,127,6769,3011,23
40454,Facebook,Video,59,424,124,4166,3371,63
40455,LinkedIn,Video,517,98,137,6808,1730,36
40456,Twitter,Link,787,80,85,5655,4135,30
40457,Twitter,Link,300,450,164,9073,1897,40
40458,Instagram,Link,415,178,130,7032,3240,37
40459,Facebook,Image,244,418,131,9487,2754,37
40460,LinkedIn,Video,958,470,80,1486,4854,35
40461,Twitter,Video,769,224,8,6181,4424,59
40462,Twitter,Video,685,12,141,4839,2894,24
40463,Facebook,Image,443,402,25,7082,4032,61
40464,LinkedIn,Image,381,463,7,1742,3124,65
40465,Twitter,Link,918,318,195,6425,1369,64
40466,Facebook,Image,199,25,88,2283,4181,36
40467,Facebook,Video,508,66,81,2090,4282,48
40468,Facebook,Video,954,185,159,5008,4117,43
40469,LinkedIn,Image,520,34,149,7440,4055,48
40470,Instagram,Image,524,440,92,6057,1420,44
40471,Instagram,Video,36,364,67,3100,1970,60
40472,Facebook,Link,871,238,53,3420,2833,26
40473,Twitter,Video,435,87,153,8703,3776,19
40474,LinkedIn,Video,235,171,100,9768,2869,35
40475,LinkedIn,Link,476,191,69,3594,2905,33
40476,Instagram,Video,466,344,125,9715,2048,58
40477,LinkedIn,Image,126,360,149,3530,4353,20
40478,LinkedIn,Image,557,309,51,5891,1030,51
40479,LinkedIn,Image,865,314,45,1368,1089,31
40480,LinkedIn,Image,59,418,9,4167,1230,48
40481,Facebook,Link,757,398,17,6892,4793,37
40482,LinkedIn,Video,932,449,67,9359,3973,48
40483,Instagram,Link,103,60,44,1004,4589,29
40484,LinkedIn,Link,816,37,75,6711,1528,55
40485,Facebook,Link,264,432,121,6712,3241,49
40486,Twitter,Video,478,334,65,3794,2712,53
40487,LinkedIn,Image,639,152,32,7913,3824,18
40488,Instagram,Link,925,375,51,5347,3314,28
40489,Facebook,Video,542,266,2,2425,4125,18
40490,LinkedIn,Image,282,187,95,4778,1325,21
40491,LinkedIn,Image,306,162,32,8479,2957,18
40492,Instagram,Video,334,256,18,9058,2442,54
40493,Instagram,Link,774,312,31,7605,3327,52
40494,Facebook,Video,576,32,137,6165,675,57
40495,Facebook,Video,708,146,88,6756,4487,52
40496,LinkedIn,Link,540,397,73,5500,4176,56
40497,LinkedIn,Link,730,270,6,8380,3298,32
40498,LinkedIn,Image,993,416,172,6106,1672,27
40499,Facebook,Image,606,444,179,7946,1726,57
40500,Twitter,Link,173,193,156,5778,4560,28
40501,Facebook,Video,643,470,103,4029,4872,52
40502,Instagram,Video,346,356,192,8282,4861,56
40503,Twitter,Link,79,366,93,1104,3591,57
40504,Twitter,Link,191,341,177,4248,1137,28
40505,LinkedIn,Video,29,376,53,4960,3730,51
40506,LinkedIn,Video,47,252,156,9946,1356,46
40507,Instagram,Video,30,299,131,6907,2787,22
40508,Facebook,Video,212,418,128,5394,3152,64
40509,Facebook,Link,228,217,121,6342,3816,60
40510,Facebook,Video,934,329,91,3937,4940,29
40511,Instagram,Video,544,393,74,8952,4380,65
40512,LinkedIn,Link,641,18,196,6609,2882,47
40513,Instagram,Link,290,92,134,9677,748,25
40514,Instagram,Link,265,460,154,3195,3196,59
40515,Facebook,Video,339,35,18,9960,4631,36
40516,Instagram,Link,347,31,35,6542,1889,20
40517,Facebook,Video,391,389,146,3991,4401,48
40518,LinkedIn,Image,769,266,106,5806,841,42
40519,Facebook,Video,32,292,146,5850,4892,24
40520,Twitter,Video,509,212,75,9747,4360,58
40521,Facebook,Video,878,419,109,5699,1242,57
40522,Facebook,Image,506,320,89,3256,1175,50
40523,Twitter,Link,408,289,65,5969,2811,18
40524,LinkedIn,Link,488,201,86,5965,1154,45
40525,LinkedIn,Link,187,73,73,7188,1096,19
40526,Facebook,Video,333,328,174,9126,906,57
40527,Twitter,Video,525,329,152,9652,3045,28
40528,Instagram,Link,638,77,135,8172,2766,59
40529,Twitter,Link,307,127,183,7283,1724,62
40530,Instagram,Video,827,432,180,2815,1436,20
40531,Twitter,Video,933,347,189,8941,1509,59
40532,LinkedIn,Link,39,190,110,9753,629,45
40533,LinkedIn,Image,798,440,35,2599,2459,19
40534,Twitter,Image,899,212,0,2609,3249,28
40535,Twitter,Image,917,302,178,9647,4197,21
40536,Facebook,Image,794,62,173,7822,4448,45
40537,Facebook,Link,700,449,55,3413,938,49
40538,LinkedIn,Link,309,45,13,1640,4200,48
40539,Facebook,Image,616,341,121,5780,2723,50
40540,Instagram,Video,938,61,79,9190,4015,22
40541,Instagram,Image,487,104,199,3072,4843,28
40542,Instagram,Link,138,475,134,1410,2091,48
40543,Twitter,Link,471,259,38,5827,3140,41
40544,Facebook,Image,39,417,4,4581,3016,45
40545,Twitter,Video,336,64,0,7141,1458,32
40546,Twitter,Image,92,352,134,9693,3134,22
40547,LinkedIn,Link,155,230,3,3816,2687,59
40548,Twitter,Image,842,303,160,6392,4494,28
40549,Twitter,Video,237,324,37,1839,4398,65
40550,LinkedIn,Video,880,244,190,4717,1584,55
40551,Twitter,Link,208,491,83,1142,4019,59
40552,LinkedIn,Video,387,382,72,2344,1571,20
40553,Twitter,Image,323,138,82,2097,2977,64
40554,Facebook,Image,124,170,39,7451,2872,54
40555,Twitter,Video,266,91,28,6505,1639,32
40556,LinkedIn,Video,427,450,68,4251,1713,25
40557,Facebook,Video,313,330,49,2764,3521,49
40558,Twitter,Video,958,238,7,6553,1048,33
40559,Facebook,Link,465,116,84,9191,2469,25
40560,Instagram,Link,112,236,63,7167,665,37
40561,Facebook,Video,863,143,140,3620,4767,55
40562,Twitter,Link,183,150,5,2129,1482,27
40563,Twitter,Link,860,48,148,4022,704,55
40564,Instagram,Video,205,279,25,8757,4184,27
40565,Instagram,Image,651,65,17,5005,3054,35
40566,LinkedIn,Video,841,115,47,7894,970,55
40567,Facebook,Video,417,80,115,2596,3122,32
40568,Instagram,Video,268,357,91,3924,4043,32
40569,Instagram,Link,182,99,38,4159,2466,19
40570,Facebook,Image,917,409,15,7170,2325,64
40571,Twitter,Video,56,41,84,5873,1755,41
40572,LinkedIn,Video,999,126,171,1969,1974,24
40573,LinkedIn,Link,722,71,49,2227,1635,42
40574,Twitter,Video,748,454,80,7062,1509,49
40575,LinkedIn,Image,143,103,34,3500,3771,41
40576,Instagram,Video,60,117,48,9166,821,47
40577,Twitter,Link,3,391,128,8322,2861,64
40578,Instagram,Link,502,329,43,2883,1845,52
40579,Twitter,Video,975,343,190,2159,2547,57
40580,LinkedIn,Image,489,181,177,8346,3649,39
40581,Twitter,Video,875,184,155,8538,2031,31
40582,Instagram,Video,698,226,89,3966,3938,41
40583,Facebook,Link,850,332,104,6661,3954,62
40584,Twitter,Video,66,154,2,3268,1523,50
40585,LinkedIn,Video,670,282,100,7717,3764,62
40586,Twitter,Video,126,84,103,2638,1474,55
40587,LinkedIn,Image,20,387,59,6188,821,20
40588,Twitter,Image,470,351,24,5841,2280,32
40589,Twitter,Link,593,55,110,6022,3338,42
40590,Instagram,Image,78,244,140,8128,990,43
40591,Twitter,Link,818,102,85,3547,4842,53
40592,Instagram,Image,275,365,72,6796,1402,27
40593,LinkedIn,Image,689,11,68,7635,995,40
40594,LinkedIn,Video,994,184,51,3630,4464,30
40595,LinkedIn,Link,788,465,183,4870,1206,42
40596,Facebook,Link,762,48,76,7828,3959,34
40597,Instagram,Video,553,66,35,1241,2254,61
40598,LinkedIn,Link,770,242,139,2016,2821,39
40599,Facebook,Image,559,422,115,2092,4639,32
40600,Twitter,Image,128,323,169,3991,1217,30
40601,Facebook,Image,865,100,94,5897,4979,53
40602,Facebook,Link,972,211,162,6641,1545,35
40603,Instagram,Link,427,189,0,6969,2592,28
40604,Twitter,Image,98,223,139,1514,2421,19
40605,Facebook,Link,917,177,47,5625,3144,47
40606,Facebook,Link,891,412,56,5058,1511,44
40607,LinkedIn,Link,417,58,73,4000,4668,65
40608,Instagram,Link,40,409,35,1202,4013,52
40609,Twitter,Video,203,20,152,5640,1722,18
40610,LinkedIn,Image,132,397,55,5329,1188,47
40611,Facebook,Link,604,434,55,2725,3161,47
40612,Facebook,Video,325,470,80,6314,1288,27
40613,LinkedIn,Video,535,73,5,7087,3727,26
40614,Facebook,Image,890,223,31,2925,1054,45
40615,LinkedIn,Video,466,205,150,9151,3468,31
40616,LinkedIn,Link,83,32,56,7184,3238,60
40617,Twitter,Image,677,18,131,8353,1708,36
40618,LinkedIn,Image,224,169,44,8111,4632,41
40619,Instagram,Video,712,77,182,6108,3295,38
40620,Instagram,Link,901,497,15,2841,2682,20
40621,Twitter,Link,192,186,68,4945,1254,64
40622,Instagram,Video,921,157,153,4071,3101,64
40623,LinkedIn,Image,765,321,52,7582,4939,42
40624,Twitter,Link,564,432,119,9673,1611,60
40625,LinkedIn,Link,6,263,151,4584,3358,44
40626,Facebook,Video,671,168,118,1564,975,41
40627,Facebook,Image,517,39,8,2217,1208,33
40628,Instagram,Link,640,174,163,7844,1470,52
40629,Instagram,Image,884,185,15,5561,3205,47
40630,Twitter,Image,883,239,38,6862,2091,20
40631,Facebook,Image,404,24,6,1886,3625,33
40632,LinkedIn,Link,594,161,69,7097,2390,33
40633,Twitter,Image,264,427,28,4503,2689,59
40634,Facebook,Link,73,32,60,2236,1494,43
40635,LinkedIn,Link,274,79,127,4148,2109,63
40636,Facebook,Image,850,174,72,2490,3515,20
40637,LinkedIn,Video,334,211,197,7067,2009,31
40638,Instagram,Video,19,59,45,9097,3970,38
40639,Twitter,Video,646,423,82,3420,2938,59
40640,Facebook,Image,172,376,66,5152,2940,65
40641,Instagram,Link,766,395,114,2829,2170,40
40642,Instagram,Video,803,96,93,6329,2408,41
40643,Facebook,Link,803,151,59,4026,2454,27
40644,Twitter,Image,166,270,161,6627,2672,45
40645,LinkedIn,Image,469,356,155,2883,1512,20
40646,Twitter,Image,358,351,138,3752,3731,48
40647,Facebook,Image,224,424,163,1357,2820,33
40648,Twitter,Image,100,232,112,4637,851,49
40649,Instagram,Video,399,258,56,2927,1561,50
40650,Instagram,Link,681,122,156,4583,927,25
40651,Facebook,Image,430,121,15,7705,2531,22
40652,Twitter,Link,683,244,133,9378,3785,48
40653,Facebook,Link,243,238,184,6177,2523,37
40654,LinkedIn,Image,77,166,82,9449,4876,28
40655,Facebook,Video,743,254,183,2986,1051,41
40656,LinkedIn,Video,580,208,62,2960,3737,40
40657,Twitter,Image,582,351,169,6541,4194,51
40658,Facebook,Video,35,325,170,9405,1195,60
40659,LinkedIn,Link,947,106,132,4221,4610,52
40660,Facebook,Image,994,230,31,6068,4143,31
40661,Twitter,Link,342,12,112,3529,859,38
40662,Twitter,Link,101,313,99,8196,889,41
40663,Instagram,Link,14,447,99,7463,4181,38
40664,LinkedIn,Image,462,451,69,9584,3417,42
40665,LinkedIn,Image,455,201,3,6521,1334,39
40666,LinkedIn,Image,273,219,21,1911,2776,60
40667,Instagram,Video,302,492,164,2930,2984,36
40668,LinkedIn,Video,757,107,73,5631,1592,29
40669,LinkedIn,Link,115,113,65,3784,3800,25
40670,Twitter,Video,310,288,40,8674,4048,39
40671,Facebook,Image,162,351,37,6680,4910,64
40672,LinkedIn,Link,178,74,130,3092,3330,50
40673,Twitter,Image,538,350,68,7522,2263,34
40674,LinkedIn,Link,138,279,148,2317,2314,40
40675,Instagram,Video,898,85,142,5447,1903,36
40676,Twitter,Video,409,363,61,5557,1378,57
40677,Instagram,Image,205,432,190,1871,4610,38
40678,Facebook,Image,866,353,155,5847,4061,36
40679,Facebook,Image,594,379,165,2560,2567,60
40680,Facebook,Image,532,33,29,8352,4131,26
40681,Twitter,Link,900,464,127,6862,4926,37
40682,LinkedIn,Video,905,424,24,6329,1798,42
40683,Instagram,Image,964,432,93,1521,4454,52
40684,Instagram,Link,911,39,40,2357,1078,48
40685,Facebook,Video,933,79,25,4399,4901,49
40686,Twitter,Video,961,109,27,2850,2381,40
40687,Instagram,Link,736,440,164,1690,2275,21
40688,Facebook,Link,364,98,176,8784,1358,33
40689,Facebook,Link,884,76,96,9752,4466,58
40690,Twitter,Image,817,83,80,3467,3953,24
40691,Instagram,Link,461,100,132,4986,588,29
40692,Instagram,Video,852,203,44,6585,962,52
40693,Twitter,Image,334,321,129,7435,1476,50
40694,LinkedIn,Image,428,202,153,7449,1813,54
40695,Facebook,Image,412,314,135,4880,2750,36
40696,Facebook,Link,594,471,81,5417,3962,54
40697,Facebook,Video,833,445,18,2972,4247,65
40698,LinkedIn,Image,231,161,79,2484,4259,33
40699,Instagram,Video,186,255,1,2942,4709,25
40700,Facebook,Video,495,31,193,9256,1279,59
40701,Twitter,Image,50,478,154,6200,4133,60
40702,Twitter,Link,372,45,149,3628,3506,41
40703,Instagram,Image,451,108,46,2133,1640,47
40704,Facebook,Link,906,93,66,6448,3814,56
40705,Facebook,Video,248,115,180,6150,3107,40
40706,Instagram,Video,200,429,165,9161,2800,49
40707,Instagram,Link,779,363,31,8107,2994,39
40708,LinkedIn,Image,539,6,171,8636,4511,25
40709,Facebook,Image,247,346,122,9999,4941,54
40710,Facebook,Link,114,427,0,1589,794,58
40711,Twitter,Video,736,366,94,2979,1759,63
40712,Twitter,Link,385,445,25,7348,1532,31
40713,LinkedIn,Video,283,248,185,4500,2332,44
40714,Facebook,Video,916,427,159,7777,1745,27
40715,Twitter,Video,969,125,74,4858,1754,36
40716,LinkedIn,Link,135,165,3,5643,1922,29
40717,LinkedIn,Image,88,7,102,3195,879,20
40718,Twitter,Link,585,52,126,6668,4596,42
40719,Facebook,Video,617,322,135,1567,613,40
40720,Instagram,Video,559,41,99,6519,2954,50
40721,Instagram,Image,747,455,40,1686,3788,28
40722,LinkedIn,Link,956,114,109,2148,4505,40
40723,Instagram,Link,940,370,191,7675,3334,29
40724,Instagram,Link,964,253,87,6388,2649,42
40725,Instagram,Image,679,340,126,4384,2724,45
40726,Twitter,Link,323,493,180,8681,4017,22
40727,Twitter,Link,79,407,182,4276,3755,24
40728,LinkedIn,Image,242,385,32,3334,1328,18
40729,LinkedIn,Image,860,15,134,2457,1837,52
40730,LinkedIn,Image,817,492,73,7994,3660,26
40731,LinkedIn,Link,205,152,4,8567,3699,32
40732,Instagram,Video,30,118,113,1675,3955,31
40733,Instagram,Link,379,143,0,5375,982,21
40734,Facebook,Image,344,380,64,3400,598,36
40735,LinkedIn,Video,163,144,12,7342,599,45
40736,LinkedIn,Link,581,129,112,8149,3754,27
40737,Twitter,Image,354,356,72,2539,4653,20
40738,Facebook,Image,112,324,66,6806,2972,37
40739,Instagram,Link,374,288,78,3189,921,21
40740,LinkedIn,Image,430,199,162,6844,3880,27
40741,Instagram,Link,225,29,12,7343,1096,47
40742,Twitter,Image,503,50,50,2004,3325,31
40743,Twitter,Link,727,34,44,6062,3819,58
40744,Facebook,Link,227,127,43,9554,1224,38
40745,Twitter,Video,369,401,34,3079,4983,50
40746,Instagram,Video,736,58,79,4615,3044,51
40747,Twitter,Link,27,482,3,1814,2812,36
40748,Twitter,Video,107,288,101,3460,3631,22
40749,LinkedIn,Link,614,491,163,8015,4713,54
40750,Twitter,Image,231,203,173,4372,1201,42
40751,Instagram,Image,280,369,52,7977,516,44
40752,Twitter,Video,681,173,159,2480,1338,24
40753,Instagram,Link,34,451,41,9421,3231,24
40754,LinkedIn,Video,379,77,98,3919,2447,55
40755,LinkedIn,Image,671,223,33,6219,3193,20
40756,LinkedIn,Image,119,199,7,8155,4873,39
40757,Facebook,Link,174,291,168,7920,3169,45
